shot_id,fire_time,impact_time,flight_time_sec,hit,impact_x,impact_y,impact_z,player_x_fire,player_y_fire,player_z_fire,enemy_x_fire,enemy_y_fire,enemy_z_fire,enemy_health_fire,target_type,target_name,target_index,target_distance,target_bearing,distance_fire,target_world_angle_fire,player_body_yaw_fire,player_turret_yaw_fire,player_turret_pitch_fire,body_error_fire,turret_error_fire,desired_pitch_fire,pitch_error_fire,pitch_fire_tolerance,ballistic_R_fire,ballistic_dy_fire,ballistic_discriminant_fire,ballistic_mode_fire,theta_raw_deg_fire,theta_with_bias_deg_fire,pitch_bias_deg_fire,muzzle_speed_fire,impact_error_to_enemy_fire,range_error_fire,z_shortfall_fire,forward_error_fire,lateral_error_fire,vertical_error_fire,tune_target_range,tune_impact_range,tune_range_error,tune_theta_used,tune_range_derivative,tune_delta_theta_deg,tune_old_pitch_bias_deg,tune_new_pitch_bias_deg,action_moveWS_command,action_moveWS_weight,action_moveAD_command,action_moveAD_weight,action_turretQE_command,action_turretQE_weight,action_turretRF_command,action_turretRF_weight
1,2026-07-01T15:13:22.400,2026-07-01T15:13:23.940,1.5404,terrain,237.9242,7.901237,88.08905,150.09,7.97,82.02,183.765,10.015,84.629,100.0,enemy_tank,,Tank_enemy:enemy_tank:ROI,,,33.78,85.57,88.56,86.03,5.65,-2.99,-0.46,5.74,0.09,0.2054,33.7759,2.045,17261782.2371,low_angle_solution,5.7392,5.7392,0.0,64.715,54.31076214400486,-54.267709812291706,-3.4600499999999954,54.26465197707259,0.7337822903938416,-2.1137630000000005,33.7759,88.0436,-54.2677,5.7392,836.7454,0.0,0.0,0.0,STOP,0.0,STOP,0.0,STOP,0.0,STOP,0.0
2,2026-07-01T15:13:53.478,2026-07-01T15:13:54.995,1.5166,terrain,187.9732,7.871589,159.0551,150.09,7.99,82.02,174.403,9.535,134.403,100.0,enemy_tank,,Tank_enemy:enemy_tank:a+0_d60,,,57.75,24.9,24.39,26.2,5.4,0.5,-1.3,5.43,0.03,0.205,57.7503,1.545,17091697.0894,low_angle_solution,5.4268,5.4268,0.0,64.715,28.18941820266821,-28.09571481565967,-24.65210000000002,28.07400782774289,1.930400719496264,-1.663411,57.7503,85.846,-28.0957,5.4268,838.5485,0.0,0.0,0.0,STOP,0.0,STOP,0.0,Q,0.006,STOP,0.0
