Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
41.55,113.19,149.9979,9.4172,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1821,150.1177,151.0101,12.2826,150.4073,344.34,12.56,45.23,151.6465,12.0192,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
42.09,113.19,149.9979,9.4142,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1791,150.1177,151.0101,12.2796,150.4073,344.34,12.56,45.23,151.6465,12.0162,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
42.60,113.19,149.9979,9.4345,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1994,150.1177,151.0101,12.3000,150.4073,344.34,12.56,45.23,151.6465,12.0365,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
43.14,113.19,149.9979,9.4018,149.9977,0.06,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1667,150.1177,151.0101,12.2673,150.4073,344.34,12.56,45.23,151.6465,12.0039,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
43.70,113.19,149.9979,9.4249,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1897,150.1177,151.0101,12.2903,150.4073,344.34,12.56,45.23,151.6465,12.0269,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
44.22,113.19,149.9979,9.4319,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1968,150.1177,151.0101,12.2973,150.4073,344.34,12.56,45.23,151.6465,12.0339,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
44.76,113.19,149.9979,9.4346,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1995,150.1176,151.0101,12.3001,150.4072,344.34,12.56,45.23,151.6465,12.0367,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
45.34,113.19,149.9979,9.4241,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1890,150.1177,151.0101,12.2895,150.4073,344.34,12.56,45.23,151.6465,12.0261,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
45.90,113.19,149.9979,9.4325,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1974,150.1177,151.0101,12.2979,150.4073,344.34,12.56,45.23,151.6465,12.0345,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
46.42,113.19,149.9979,9.4313,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1962,150.1177,151.0101,12.2967,150.4073,344.34,12.56,45.23,151.6465,12.0333,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
46.93,113.19,149.9979,9.4187,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1836,150.1177,151.0101,12.2842,150.4073,344.34,12.56,45.23,151.6465,12.0207,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
47.43,113.19,149.9979,9.4044,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1693,150.1177,151.0101,12.2699,150.4073,344.34,12.56,45.23,151.6465,12.0065,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
47.94,113.19,149.9979,9.4309,149.9977,0.05,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1958,150.1177,151.0101,12.2964,150.4073,344.34,12.56,45.23,151.6465,12.0329,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
48.45,113.19,149.9979,9.4126,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1775,150.1177,151.0101,12.2780,150.4073,344.34,12.56,45.23,151.6465,12.0146,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
48.97,113.19,149.9979,9.4048,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1697,150.1177,151.0101,12.2702,150.4073,344.34,12.56,45.23,151.6465,12.0068,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
49.53,113.19,149.9979,9.4181,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2513,12.1830,150.1177,151.0100,12.2836,150.4073,344.34,12.56,45.23,151.6465,12.0201,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
50.05,113.19,149.9979,9.4132,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1781,150.1177,151.0101,12.2787,150.4073,344.34,12.56,45.23,151.6465,12.0152,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
50.58,113.19,149.9979,9.4252,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1901,150.1177,151.0101,12.2906,150.4073,344.34,12.56,45.23,151.6465,12.0272,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
51.10,113.19,149.9979,9.4238,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1887,150.1177,151.0101,12.2893,150.4073,344.34,12.56,45.23,151.6465,12.0258,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
51.69,113.19,149.9979,9.4066,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1715,150.1177,151.0101,12.2721,150.4073,344.34,12.56,45.23,151.6465,12.0087,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
52.22,113.19,149.9979,9.4008,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1657,150.1177,151.0101,12.2662,150.4073,344.34,12.56,45.23,151.6465,12.0028,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
52.75,113.19,149.9979,9.4076,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1725,150.1177,151.0101,12.2730,150.4073,344.34,12.56,45.23,151.6465,12.0096,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
53.34,113.19,149.9979,9.4207,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1855,150.1177,151.0101,12.2861,150.4073,344.34,12.56,45.23,151.6465,12.0227,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
53.91,113.19,149.9979,9.4064,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1713,150.1177,151.0101,12.2718,150.4073,344.34,12.56,45.23,151.6465,12.0084,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
54.42,113.19,149.9979,9.4265,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1914,150.1177,151.0101,12.2920,150.4073,344.34,12.56,45.23,151.6465,12.0285,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
54.97,113.19,149.9979,9.4067,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1716,150.1177,151.0101,12.2722,150.4073,344.34,12.56,45.23,151.6465,12.0088,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
55.54,113.19,149.9979,9.4348,149.9977,0.05,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1996,150.1177,151.0101,12.3002,150.4073,344.34,12.56,45.23,151.6465,12.0368,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
56.10,113.19,149.9979,9.4340,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1989,150.1177,151.0101,12.2995,150.4073,344.34,12.56,45.23,151.6465,12.0360,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
56.64,113.19,149.9979,9.4245,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2513,12.1894,150.1177,151.0100,12.2900,150.4073,344.34,12.56,45.23,151.6465,12.0265,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
57.15,113.19,149.9979,9.4118,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1767,150.1177,151.0101,12.2772,150.4073,344.34,12.56,45.23,151.6465,12.0138,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
57.74,113.19,149.9979,9.4333,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1982,150.1177,151.0101,12.2987,150.4073,344.34,12.56,45.23,151.6465,12.0353,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
58.24,113.19,149.9979,9.4215,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1863,150.1177,151.0101,12.2869,150.4073,344.34,12.56,45.23,151.6465,12.0235,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
58.75,113.19,149.9979,9.4170,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1819,150.1177,151.0101,12.2825,150.4073,344.34,12.56,45.23,151.6465,12.0190,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
59.34,113.19,149.9979,9.4218,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1867,150.1177,151.0101,12.2872,150.4073,344.34,12.56,45.23,151.6465,12.0238,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
59.91,113.19,149.9979,9.4119,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1767,150.1177,151.0101,12.2773,150.4073,344.34,12.56,45.23,151.6465,12.0139,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
60.51,113.19,149.9979,9.4148,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1797,150.1177,151.0101,12.2802,150.4073,344.34,12.56,45.23,151.6465,12.0168,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
61.02,113.19,149.9979,9.4024,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1673,150.1177,151.0101,12.2678,150.4073,344.34,12.56,45.23,151.6465,12.0044,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
61.54,113.19,149.9979,9.4224,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1873,150.1177,151.0101,12.2879,150.4073,344.34,12.56,45.23,151.6465,12.0245,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
62.12,113.19,149.9979,9.4230,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1879,150.1177,151.0101,12.2885,150.4073,344.34,12.56,45.23,151.6465,12.0250,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
62.70,113.19,149.9979,9.4289,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1938,150.1177,151.0101,12.2944,150.4073,344.34,12.56,45.23,151.6465,12.0310,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
63.25,113.19,149.9979,9.4172,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1821,150.1177,151.0101,12.2826,150.4073,344.34,12.56,45.23,151.6465,12.0192,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
63.79,113.19,149.9979,9.4119,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1768,150.1177,151.0101,12.2773,150.4073,344.34,12.56,45.23,151.6465,12.0139,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
64.36,113.19,149.9979,9.4349,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1998,150.1177,151.0101,12.3004,150.4073,344.34,12.56,45.23,151.6465,12.0370,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
64.94,113.19,149.9979,9.4354,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.2002,150.1177,151.0101,12.3008,150.4073,344.34,12.56,45.23,151.6465,12.0374,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
65.51,113.19,149.9979,9.4053,149.9977,0.05,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1702,150.1177,151.0101,12.2708,150.4073,344.34,12.56,45.23,151.6465,12.0073,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
66.10,113.19,149.9979,9.4234,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1883,150.1177,151.0101,12.2888,150.4073,344.34,12.56,45.23,151.6465,12.0254,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
66.61,113.19,149.9979,9.4051,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1700,150.1177,151.0101,12.2705,150.4073,344.34,12.56,45.23,151.6465,12.0071,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
67.13,113.19,149.9979,9.4099,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1748,150.1177,151.0101,12.2753,150.4073,344.34,12.56,45.23,151.6465,12.0119,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
67.63,113.19,149.9979,9.4035,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1683,150.1177,151.0101,12.2689,150.4073,344.34,12.56,45.23,151.6465,12.0055,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
68.15,113.19,149.9979,9.4088,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1737,150.1177,151.0101,12.2743,150.4073,344.34,12.56,45.23,151.6465,12.0109,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
68.71,113.19,149.9979,9.4185,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1833,150.1177,151.0101,12.2839,150.4073,344.34,12.56,45.23,151.6465,12.0205,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
69.23,113.19,149.9979,9.4141,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1790,150.1177,151.0101,12.2796,150.4073,344.34,12.56,45.23,151.6465,12.0162,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
69.75,113.19,149.9979,9.4031,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1680,150.1177,151.0101,12.2686,150.4073,344.34,12.56,45.23,151.6465,12.0052,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
70.31,113.19,149.9979,9.4100,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1749,150.1177,151.0101,12.2754,150.4073,344.34,12.56,45.23,151.6465,12.0120,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
70.85,113.19,149.9979,9.4116,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1765,150.1177,151.0101,12.2770,150.4073,344.34,12.56,45.23,151.6465,12.0136,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
71.39,113.19,149.9979,9.4119,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1768,150.1177,151.0101,12.2773,150.4073,344.34,12.56,45.23,151.6465,12.0139,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
71.94,113.19,149.9979,9.4327,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1976,150.1177,151.0101,12.2982,150.4073,344.34,12.56,45.23,151.6465,12.0348,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
72.45,113.19,149.9979,9.4081,149.9977,0.05,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1730,150.1177,151.0101,12.2735,150.4073,344.34,12.56,45.23,151.6465,12.0101,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
73.00,113.19,149.9979,9.4287,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1936,150.1177,151.0101,12.2942,150.4073,344.34,12.56,45.23,151.6465,12.0308,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
73.53,113.19,149.9979,9.4103,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1752,150.1177,151.0101,12.2757,150.4073,344.34,12.56,45.23,151.6465,12.0123,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
74.09,113.19,149.9979,9.4071,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1720,150.1177,151.0101,12.2726,150.4073,344.34,12.56,45.23,151.6465,12.0091,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
74.60,113.19,149.9979,9.4222,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1871,150.1177,151.0101,12.2877,150.4073,344.34,12.56,45.23,151.6465,12.0243,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
75.14,113.19,149.9979,9.4287,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1936,150.1177,151.0101,12.2941,150.4073,344.34,12.56,45.23,151.6465,12.0307,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
75.73,113.19,149.9979,9.4120,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1769,150.1177,151.0101,12.2774,150.4073,344.34,12.56,45.23,151.6465,12.0140,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
76.23,113.19,149.9979,9.4039,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1688,150.1177,151.0101,12.2693,150.4073,344.34,12.56,45.23,151.6465,12.0059,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
76.77,113.19,149.9979,9.4124,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1773,150.1177,151.0101,12.2779,150.4073,344.34,12.56,45.23,151.6465,12.0144,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
77.32,113.19,149.9979,9.4242,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1891,150.1177,151.0101,12.2897,150.4073,344.34,12.56,45.23,151.6465,12.0262,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
77.84,113.19,149.9979,9.4287,149.9977,0.01,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1936,150.1177,151.0101,12.2942,150.4073,344.34,12.56,45.23,151.6465,12.0308,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
78.36,113.19,149.9979,9.4297,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1946,150.1177,151.0101,12.2952,150.4073,344.34,12.56,45.23,151.6465,12.0318,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
78.91,113.19,149.9979,9.4158,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1807,150.1177,151.0101,12.2812,150.4073,344.34,12.56,45.23,151.6465,12.0178,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
79.42,113.19,149.9979,9.4343,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1992,150.1177,151.0101,12.2998,150.4073,344.34,12.56,45.23,151.6465,12.0363,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
79.94,113.19,149.9979,9.4336,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1985,150.1177,151.0101,12.2990,150.4073,344.34,12.56,45.23,151.6465,12.0356,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
80.49,113.19,149.9979,9.4149,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1798,150.1177,151.0101,12.2804,150.4073,344.34,12.56,45.23,151.6465,12.0170,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
80.99,113.19,149.9979,9.4073,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1722,150.1177,151.0101,12.2728,150.4073,344.34,12.56,45.23,151.6465,12.0094,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
81.54,113.19,149.9979,9.4210,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1859,150.1177,151.0101,12.2864,150.4073,344.34,12.56,45.23,151.6465,12.0230,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
82.09,113.19,149.9979,9.4098,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1747,150.1177,151.0101,12.2753,150.4073,344.34,12.56,45.23,151.6465,12.0118,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
82.64,113.19,149.9979,9.4325,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1974,150.1177,151.0101,12.2979,150.4073,344.34,12.56,45.23,151.6465,12.0345,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
83.16,113.19,149.9979,9.4240,149.9977,0.02,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1889,150.1177,151.0101,12.2895,150.4073,344.34,12.56,45.23,151.6465,12.0260,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
83.72,113.19,149.9979,9.4013,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.1662,150.1177,151.0101,12.2667,150.4073,344.34,12.56,45.23,151.6465,12.0033,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
84.22,113.19,149.9979,9.4204,149.9977,0.04,100.00,45.23,-2.93,41.28,11.45,343.52,151.2513,12.1853,150.1177,151.0100,12.2859,150.4073,344.34,12.56,45.23,151.6465,12.0225,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
84.76,113.19,149.9979,9.4354,149.9977,0.03,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.2003,150.1176,151.0101,12.3008,150.4072,344.34,12.56,45.23,151.6465,12.0374,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
85.32,113.19,149.9979,9.4354,149.9977,0.00,100.00,45.23,-2.93,41.28,11.45,343.52,151.2514,12.2003,150.1177,151.0101,12.3008,150.4073,344.34,12.56,45.23,151.6465,12.0374,149.6823,344.34,12.56,45.23,230.0182,6.4068,229.9977,0.00,100.00,179.97,-0.04,179.97,0.04,1.73
