shot_id,fire_time,impact_time,flight_time_sec,hit,impact_x,impact_y,impact_z,player_x_fire,player_y_fire,player_z_fire,enemy_x_fire,enemy_y_fire,enemy_z_fire,enemy_health_fire,target_type,target_name,target_index,target_distance,target_bearing,observed_enemy_x_fire,observed_enemy_y_fire,observed_enemy_z_fire,enemy_velocity_x_fire,enemy_velocity_z_fire,enemy_speed_fire,enemy_accel_x_fire,enemy_accel_z_fire,enemy_accel_fire,intercept_solver_fire,reversal_hold_remaining_fire,predicted_control_time_fire,predicted_yaw_control_time_fire,predicted_pitch_control_time_fire,target_angle_rate_deg_s_fire,yaw_closing_rate_deg_s_fire,predicted_flight_time_fire,flight_time_correction_factor_fire,predicted_total_intercept_time_fire,lead_distance_fire,distance_fire,target_world_angle_fire,player_body_yaw_fire,player_turret_yaw_fire,player_turret_pitch_fire,body_error_fire,turret_error_fire,desired_pitch_fire,pitch_error_fire,pitch_fire_tolerance,predictive_aim_aligned_fire,fire_alignment_ready_fire,predictive_fire_lookahead_seconds_fire,predicted_turret_yaw_rate_fire,predicted_turret_error_at_fire,predicted_pitch_rate_fire,predicted_pitch_error_at_fire,ballistic_R_fire,ballistic_dy_fire,ballistic_discriminant_fire,ballistic_mode_fire,theta_raw_deg_fire,theta_with_bias_deg_fire,pitch_bias_deg_fire,muzzle_speed_fire,impact_error_to_enemy_fire,range_error_fire,z_shortfall_fire,forward_error_fire,lateral_error_fire,vertical_error_fire,tune_target_range,tune_impact_range,tune_range_error,tune_theta_used,tune_range_derivative,tune_delta_theta_deg,tune_old_pitch_bias_deg,tune_new_pitch_bias_deg,action_moveWS_command,action_moveWS_weight,action_moveAD_command,action_moveAD_weight,action_turretQE_command,action_turretQE_weight,action_turretRF_command,action_turretRF_weight
1,2026-06-24T16:17:00.437,2026-06-24T16:17:02.495,2.0576,terrain,147.5961,7.867768,268.3989,150.0000762939453,7.976578235626221,149.99900817871094,145.53698395332648,8.599004745483398,267.0703980302931,100.0,moving_enemy,EnemyTank,0,118.78188536269326,,148.32656860351562,8.599004745483398,268.76910400390625,-0.5669,-0.377,0.6808,-0.411,-0.2253,0.4687,iterative_p_vt_half_at2,0.0,0.3,0.0482,0.25,-0.2841,21.3402,2.0348,1.06,2.5548,3.2661,117.16,-2.18,0.0,358.85,8.81,-2.18,-1.03,9.07,0.26,0.2323,True,True,0.18,-0.226,-0.988,0.251,0.215,117.1564,0.6224,13222257.5991,low_angle_solution,9.0674,9.0674,0.0,61.8034,2.5572609477972095,-1.2678625080907437,-1.328501969706906,1.2490952881877033,2.108230855056155,-0.7312367454833986,117.1564,118.4243,-1.2679,9.0674,740.04,0.0,0.0,0.0,STOP,0.0,STOP,0.0,Q,0.005,R,0.055
,,2026-06-24T16:17:02.497,,enemy,147.5961,7.867768,268.3989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:17:02.496,,enemy,147.5961,7.867768,268.3989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2026-06-24T16:17:10.711,2026-06-24T16:17:12.790,2.0794,enemy,129.2263,8.925067,267.5032,150.00001525878906,7.974023342132568,149.99778747558594,131.08971145066283,8.599851608276367,268.14030106111653,60.0,moving_enemy,EnemyTank,0,119.69876888596824,,129.3671875,8.599851608276367,267.9048767089844,-1.2588,0.0341,1.2593,1.6679,0.0546,1.6688,iterative_p_vt_half_at2,0.0,0.0713,0.0594,0.0,-0.5927,18.8406,2.0868,1.06,2.378,1.7385,119.65,-9.09,353.63,349.79,9.45,-2.73,1.12,9.32,-0.13,0.2346,True,True,0.18,0.543,1.021,0.0,-0.135,119.6464,0.6258,12963734.4442,low_angle_solution,9.32,9.32,0.0,61.5885,1.9959872363196878,0.3187958021324988,0.6371010611165389,-0.3345780165520078,-1.9406848140224295,0.3252153917236331,119.6464,119.3276,0.3188,9.32,732.7516,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.012,STOP,0.0
,,2026-06-24T16:17:12.791,,enemy,129.2263,8.925067,267.5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-06-24T16:17:38.066,2026-06-24T16:17:40.131,2.0655,enemy,168.672,8.590218,267.9032,150.0001220703125,7.9798688888549805,149.99366760253906,169.24284410633126,8.603400230407715,267.73303104137017,50.0,moving_enemy,EnemyTank,0,119.43010179036783,,170.19300842285156,8.603400230407715,267.7043151855469,0.8016,0.0006,0.8016,-1.0431,0.0102,1.0431,iterative_p_vt_half_at2,0.0,0.0221,0.0184,0.0,0.3799,16.4694,2.0795,1.06,2.3216,0.9506,119.3,9.28,3.92,8.98,9.3,5.37,0.3,9.28,-0.02,0.2343,True,True,0.18,-0.136,0.327,0.0,-0.019,119.3015,0.6235,12999625.77,low_angle_solution,9.2839,9.2839,0.0,61.6183,0.5958139301936746,-0.0773285610528518,-0.17016895862985848,0.07586654733955758,-0.5908170065333983,-0.013182230407714712,119.3015,119.3788,-0.0773,9.2839,733.7721,0.0,0.0,0.0,STOP,0.0,STOP,0.0,STOP,0.0,STOP,0.0
,,2026-06-24T16:17:40.133,,enemy,168.672,8.590218,267.9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:17:40.134,,enemy,168.672,8.590218,267.9032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2026-06-24T16:17:54.593,2026-06-24T16:17:56.701,2.1084,enemy,129.9014,8.610647,267.6667,150.00006103515625,7.973979949951172,149.9915771484375,132.36169131376914,8.599626541137695,267.75467941347915,35.0,moving_enemy,EnemyTank,0,119.81581012543613,,128.04580688476562,8.599626541137695,267.7788391113281,-1.2895,-0.0025,1.2895,2.65,-0.0066,2.65,iterative_p_vt_half_at2,0.0,0.061,0.0508,0.0,-0.6138,23.8819,2.0748,1.06,2.3558,4.316,119.08,-8.52,353.55,350.27,9.3,-2.07,1.21,9.26,-0.04,0.234,True,True,0.18,0.512,1.122,0.0,-0.041,119.0767,0.6256,13022756.1015,low_angle_solution,9.2621,9.2621,0.0,61.6377,2.4618885385649754,-0.30248937264804,0.08797941347916094,0.2774245449571591,-2.4461826071778385,0.01102045886230485,119.0767,119.3792,-0.3025,9.2621,734.4217,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.012,STOP,0.0
,,2026-06-24T16:17:56.702,,enemy,129.9014,8.610647,267.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:17:56.703,,enemy,129.9014,8.610647,267.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
