timestamp,target_type,target_name,target_index,target_distance,target_bearing,distance,motion_ready,motion_sample_count,reversal_hold_remaining,enemy_velocity_x,enemy_velocity_z,enemy_speed,enemy_accel_x,enemy_accel_z,enemy_accel,intercept_solver,predicted_control_time,predicted_yaw_control_time,predicted_pitch_control_time,target_angle_rate_deg_s,yaw_closing_rate_deg_s,predicted_flight_time,flight_time_correction_factor,predicted_total_intercept_time,lead_distance,player_turret_pitch,desired_pitch,pitch_error,pitch_tolerance,turret_rf_command,turret_rf_weight,turret_error,turret_error_rate,turret_pd_effort_raw,turret_pd_effort,predicted_turret_yaw_rate,body_equivalent_turret_weight,turret_qe_command,turret_qe_weight,body_error,body_signed_effort,predicted_body_yaw_rate,body_coarse_turn_enabled,pitch_signed_effort,predicted_pitch_rate,move_ad_command,move_ad_weight,aim_aligned,predictive_aim_aligned,fire_alignment_ready,predictive_fire_lookahead_seconds,predicted_turret_error_at_fire,predicted_pitch_error_at_fire,spawn_arm_ready,aim_stable_ready,fire
2026-06-24T16:16:52.406,moving_enemy,EnemyTank,0,120.0,,120.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,14.52,0.0,12.1,0.0,13.9194,2.0982,1.06,16.8382,0.0,0.0,10.0,10.0,0.2368,R,0.28,-0.0,0.0,-0.0,-0.0,-0.0,0.0,STOP,0.0,-0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,-0.0,9.767,False,False,False
2026-06-24T16:16:52.983,moving_enemy,EnemyTank,0,120.0,,120.0,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,13.8,0.0,11.5,0.0,13.9194,2.0977,1.06,16.1177,0.0,0.69,9.92,9.24,0.2365,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,9.009,True,False,False
2026-06-24T16:16:53.556,moving_enemy,EnemyTank,0,120.00019836425781,,120.0,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,13.02,0.0,10.85,0.0,13.9194,2.0973,1.06,15.3373,0.0,1.44,9.85,8.41,0.2363,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,8.183,True,False,False
2026-06-24T16:16:54.159,moving_enemy,EnemyTank,0,120.00016784667969,,120.0,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,12.3,0.0,10.25,0.0,13.9194,2.0969,1.06,14.6169,0.0,2.18,9.79,7.61,0.2361,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,7.377,True,False,False
2026-06-24T16:16:54.703,moving_enemy,EnemyTank,0,120.0001220703125,,120.0,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,11.52,0.0,9.6,0.0,13.9194,2.0964,1.06,13.8364,0.0,2.93,9.71,6.78,0.2359,R,0.28,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,STOP,0.0,-0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,-0.0,6.554,True,False,False
2026-06-24T16:16:55.277,moving_enemy,EnemyTank,0,120.00019836425781,,120.0,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,10.74,0.0,8.95,0.0,13.9222,2.0958,1.06,13.0558,0.0012,3.67,9.61,5.94,0.2356,R,0.28,0.0,0.001,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.001,5.707,True,False,False
2026-06-24T16:16:55.848,moving_enemy,EnemyTank,0,120.00028991699219,,120.0,True,7,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,iterative_p_vt_half_at2,9.96,0.0,8.3,-0.0,13.9211,2.0954,1.06,12.2754,0.0008,4.42,9.55,5.13,0.2355,R,0.28,-0.0,-0.002,-0.0,-0.0,-0.0,0.0,STOP,0.0,-0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,-0.0,4.899,True,False,False
2026-06-24T16:16:56.428,moving_enemy,EnemyTank,0,120.00045776367284,,120.0,True,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,9.18,0.0,7.65,0.0,13.9208,2.095,1.06,11.495,0.0006,5.16,9.48,4.32,0.2353,R,0.28,0.0,0.001,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,4.091,True,False,False
2026-06-24T16:16:56.991,moving_enemy,EnemyTank,0,119.99566668917726,,119.74,True,9,0.0,-0.0044,-0.0031,0.0054,-0.0058,-0.0042,0.0071,iterative_p_vt_half_at2,8.16,0.0118,6.8,-0.0021,14.955,2.0887,1.06,10.4687,0.4474,5.91,9.34,3.44,0.2347,R,0.249,-0.18,-0.315,-0.0016,-0.0016,-0.068,0.0,STOP,0.0,-0.18,0.0,0.0,False,0.2488,1.135,STOP,0.0,False,False,False,0.18,-0.165,3.235,True,False,False
2026-06-24T16:16:57.570,moving_enemy,EnemyTank,0,119.92988069694134,,117.46,True,10,0.0,-0.0649,-0.0465,0.0798,-0.0878,-0.0628,0.1079,iterative_p_vt_half_at2,6.0,0.0764,5.0,-0.0324,23.1919,2.0411,1.06,8.2611,4.3419,6.62,9.09,2.47,0.2325,R,0.224,-1.77,-2.751,-0.0149,-0.0149,-0.648,0.0,Q,0.015,-1.77,0.0,0.0,False,0.2245,1.024,STOP,0.0,False,False,False,0.18,-1.654,2.283,True,False,False
2026-06-24T16:16:58.135,moving_enemy,EnemyTank,0,119.81247886337822,,115.99,True,11,0.0,-0.1382,-0.1066,0.1746,-0.1631,-0.1269,0.2066,iterative_p_vt_half_at2,4.86,0.1116,4.05,-0.0707,23.2844,2.0094,1.06,7.0894,6.4299,7.27,8.95,1.69,0.2312,R,0.153,-2.56,-1.393,-0.0163,-0.0163,-0.711,0.0,Q,0.016,-2.63,0.0,0.0,False,0.1533,0.7,STOP,0.0,False,False,False,0.18,-2.429,1.559,True,False,False
2026-06-24T16:16:58.703,moving_enemy,EnemyTank,0,119.64730442535658,,115.53,True,12,0.0,-0.2089,-0.1792,0.2752,-0.2177,-0.1932,0.2911,iterative_p_vt_half_at2,3.54,0.0968,2.95,-0.1076,23.2438,1.9995,1.06,5.7595,6.4124,7.83,8.9,1.07,0.2308,R,0.097,-2.2,0.622,-0.0104,-0.0104,-0.454,0.0,Q,0.01,-2.6,0.0,0.0,False,0.097,0.442,STOP,0.0,False,False,False,0.18,-2.122,0.986,True,False,False
