shot_id,fire_time,impact_time,flight_time_sec,hit,impact_x,impact_y,impact_z,player_x_fire,player_y_fire,player_z_fire,enemy_x_fire,enemy_y_fire,enemy_z_fire,enemy_health_fire,target_type,target_name,target_index,target_distance,target_bearing,observed_enemy_x_fire,observed_enemy_y_fire,observed_enemy_z_fire,enemy_velocity_x_fire,enemy_velocity_z_fire,enemy_speed_fire,enemy_accel_x_fire,enemy_accel_z_fire,enemy_accel_fire,intercept_solver_fire,reversal_hold_remaining_fire,predicted_control_time_fire,predicted_yaw_control_time_fire,predicted_pitch_control_time_fire,predicted_flight_time_fire,flight_time_correction_factor_fire,predicted_total_intercept_time_fire,lead_distance_fire,distance_fire,target_world_angle_fire,player_body_yaw_fire,player_turret_yaw_fire,player_turret_pitch_fire,body_error_fire,turret_error_fire,desired_pitch_fire,pitch_error_fire,pitch_fire_tolerance,ballistic_R_fire,ballistic_dy_fire,ballistic_discriminant_fire,ballistic_mode_fire,theta_raw_deg_fire,theta_with_bias_deg_fire,pitch_bias_deg_fire,muzzle_speed_fire,impact_error_to_enemy_fire,range_error_fire,z_shortfall_fire,forward_error_fire,lateral_error_fire,vertical_error_fire,tune_target_range,tune_impact_range,tune_range_error,tune_theta_used,tune_range_derivative,tune_delta_theta_deg,tune_old_pitch_bias_deg,tune_new_pitch_bias_deg,action_moveWS_command,action_moveWS_weight,action_moveAD_command,action_moveAD_weight,action_turretQE_command,action_turretQE_weight,action_turretRF_command,action_turretRF_weight
1,2026-06-24T15:48:06.630,2026-06-24T15:48:08.677,2.0469,enemy,148.0811,8.317225,268.3396,150.0,7.998748779296875,149.99880981445312,145.80333481764225,8.599992752075195,267.75679086410156,100.0,moving_enemy,EnemyTank,0,119.05630814666593,,148.3824005126953,8.599992752075195,269.04412841796875,-0.5632,-0.3042,0.6401,-0.4159,-0.1885,0.4566,iterative_p_vt_half_at2,0.0,0.0805,0.0671,0.0,2.1184,1.096,2.4188,2.8825,117.83,-2.04,-0.0,359.13,8.98,-2.04,-1.17,9.12,0.14,0.2329,117.8327,0.6012,13153601.228,low_angle_solution,9.1246,9.1246,0.0,61.745,2.368087480745075,-0.5236088690387533,-0.582809135898458,0.5013157671181672,2.297077102860637,-0.2827677520751948,117.8327,118.3563,-0.5236,9.1246,738.1576,0.0,0.0,0.0,STOP,0.0,STOP,0.0,Q,0.006,STOP,0.0
,,2026-06-24T15:48:08.679,,enemy,148.0811,8.317225,268.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T15:48:08.680,,enemy,148.0811,8.317225,268.3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2026-06-24T15:48:16.299,2026-06-24T15:48:18.423,2.1239,enemy,128.3341,8.834285,268.4385,150.00009155273438,7.982043266296387,149.9974822998047,131.9818255617952,8.599990844726562,268.4828927566218,40.0,moving_enemy,EnemyTank,0,120.1390550140544,,129.70379638671875,8.599990844726562,268.4096984863281,-1.275,-0.0008,1.275,1.7405,0.0239,1.7406,iterative_p_vt_half_at2,0.0,0.1266,0.1055,0.0,2.162,1.096,2.5086,2.2792,119.85,-8.65,353.42,349.59,9.53,-2.07,1.77,9.34,-0.19,0.2348,119.8476,0.6179,12943486.1767,low_angle_solution,9.3366,9.3366,0.0,61.5712,3.655511762012246,-0.5587398427999375,0.044392756621846274,0.5045223163626162,-3.612939208360235,0.234294155273437,119.8476,120.4064,-0.5587,9.3366,732.1968,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.017,STOP,0.0
,,2026-06-24T15:48:18.424,,enemy,128.3341,8.834285,268.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T15:48:18.426,,enemy,128.3341,8.834285,268.4385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2026-06-24T15:48:43.166,2026-06-24T15:48:45.274,2.1082,enemy,169.0995,8.770159,267.8097,150.00010681152344,7.972752571105957,149.99398803710938,169.66076474211204,8.598160743713379,268.366471459409,25.0,moving_enemy,EnemyTank,0,120.16921517445364,,170.6758575439453,8.598160743713379,268.37115478515625,0.7977,-0.0017,0.7977,-1.0162,-0.0002,1.0162,iterative_p_vt_half_at2,0.0,0.0166,0.0138,0.0,2.1652,1.096,2.4018,1.0151,119.99,9.43,4.5,9.21,9.38,4.93,0.22,9.36,-0.02,0.2349,119.9941,0.6254,12927768.6617,low_angle_solution,9.3552,9.3552,0.0,61.5585,0.8090710530702112,0.6403126676665778,0.5567714594089921,-0.6412085960474282,-0.46245443570733374,0.1719982562866207,119.9941,119.3538,0.6403,9.3552,731.734,0.0,0.0,0.0,STOP,0.0,STOP,0.0,STOP,0.0,STOP,0.0
,,2026-06-24T15:48:45.275,,enemy,169.0995,8.770159,267.8097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T15:48:45.276,,enemy,169.0995,8.770159,267.8097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2026-06-24T15:48:59.713,2026-06-24T15:49:01.808,2.0951,enemy,131.1815,8.773133,267.8524,150.00015258789062,7.973360538482666,149.9922637939453,134.74072825005382,8.599136352539062,268.3910349268771,10.0,moving_enemy,EnemyTank,0,120.14806032973178,,129.80035400390625,8.599136352539062,268.43011474609375,-1.2336,0.0007,1.2336,2.6413,-0.0135,2.6413,iterative_p_vt_half_at2,0.0,0.1083,0.0903,0.0,2.1518,1.096,2.4802,4.9405,119.38,-7.34,354.07,350.88,9.38,-1.42,1.77,9.29,-0.09,0.2343,119.3781,0.6258,12991525.5145,low_angle_solution,9.2927,9.2927,0.0,61.6117,3.60395729077923,0.024988972347784966,0.5386349268771369,-0.07926029263614393,-3.5988819272719064,0.17399664746093713,119.3781,119.3531,0.025,9.2927,733.5392,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.015,STOP,0.0
,,2026-06-24T15:49:01.809,,enemy,131.1815,8.773133,267.8524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
