shot_id,fire_time,impact_time,flight_time_sec,hit,impact_x,impact_y,impact_z,player_x_fire,player_y_fire,player_z_fire,enemy_x_fire,enemy_y_fire,enemy_z_fire,enemy_health_fire,target_type,target_name,target_index,target_distance,target_bearing,observed_enemy_x_fire,observed_enemy_y_fire,observed_enemy_z_fire,enemy_velocity_x_fire,enemy_velocity_z_fire,enemy_speed_fire,enemy_accel_x_fire,enemy_accel_z_fire,enemy_accel_fire,intercept_solver_fire,reversal_hold_remaining_fire,predicted_control_time_fire,predicted_yaw_control_time_fire,predicted_pitch_control_time_fire,target_angle_rate_deg_s_fire,yaw_closing_rate_deg_s_fire,predicted_flight_time_fire,flight_time_correction_factor_fire,predicted_total_intercept_time_fire,lead_distance_fire,distance_fire,target_world_angle_fire,player_body_yaw_fire,player_turret_yaw_fire,player_turret_pitch_fire,body_error_fire,turret_error_fire,desired_pitch_fire,pitch_error_fire,pitch_fire_tolerance,predictive_aim_aligned_fire,fire_alignment_ready_fire,predictive_fire_lookahead_seconds_fire,predicted_turret_yaw_rate_fire,predicted_turret_error_at_fire,predicted_pitch_rate_fire,predicted_pitch_error_at_fire,ballistic_R_fire,ballistic_dy_fire,ballistic_discriminant_fire,ballistic_mode_fire,theta_raw_deg_fire,theta_with_bias_deg_fire,pitch_bias_deg_fire,muzzle_speed_fire,impact_error_to_enemy_fire,range_error_fire,z_shortfall_fire,forward_error_fire,lateral_error_fire,vertical_error_fire,tune_target_range,tune_impact_range,tune_range_error,tune_theta_used,tune_range_derivative,tune_delta_theta_deg,tune_old_pitch_bias_deg,tune_new_pitch_bias_deg,action_moveWS_command,action_moveWS_weight,action_moveAD_command,action_moveAD_weight,action_turretQE_command,action_turretQE_weight,action_turretRF_command,action_turretRF_weight
1,2026-06-24T16:18:40.989,2026-06-24T16:18:43.126,2.1368,terrain,149.3039,7.696116,272.7301,150.0,7.9891486167907715,149.9990234375,147.0245964146587,8.599039077758789,270.02774136478797,100.0,moving_enemy,EnemyTank,0,120.04744192933883,,149.15013122558594,8.599039077758789,270.04345703125,-0.402,0.0048,0.402,-0.409,-0.0095,0.4091,iterative_p_vt_half_at2,0.0,0.0723,0.0602,0.05,-0.1917,18.7418,2.0953,1.06,2.3876,2.1256,120.07,-1.42,-0.0,359.71,9.14,-1.42,-1.13,9.35,0.21,0.2349,True,True,0.18,-0.268,-1.08,0.251,0.163,120.0656,0.6099,12926797.4041,low_angle_solution,9.3532,9.3532,0.0,61.558,3.6487308905705933,-2.6674595510150425,-2.702358635212022,2.645044192359174,2.3455720513174763,-0.9029230777587891,120.0656,122.7331,-2.6675,9.3532,731.7394,0.0,0.0,0.0,STOP,0.0,STOP,0.0,Q,0.006,R,0.055
,,2026-06-24T16:18:52.234,,enemy,128.7549,8.822878,269.6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,149.9980926513672,132.3464553892643,8.599959373474121,270.1477053626862,100.0,moving_enemy,EnemyTank,0,121.89791398745116,,128.70700073242188,8.599959373474121,270.0218505859375,-1.1875,0.0165,1.1877,2.2082,0.029,2.2083,iterative_p_vt_half_at2,0.0,0.0914,0.0762,0.0,-0.5532,23.0237,2.1199,1.06,2.4314,3.6416,121.44,-8.36,353.8,349.89,9.63,-2.16,1.75,9.45,-0.18,0.2352,True,True,0.18,0.644,1.639,0.0,-0.178,121.4396,0.6002,12895581.5053,low_angle_solution,9.4526,9.4526,0.0,61.558,3.6397145009709084,-0.035838101597974514,0.5464053626862437,-0.018495664465216333,-3.6328345468685628,0.22291862652587824,121.4396,121.4755,-0.0358,9.4526,730.8753,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.015,STOP,0.0
,,2026-06-24T16:18:52.235,,enemy,128.7549,8.822878,269.6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2026-06-24T16:19:17.982,2026-06-24T16:19:20.092,2.1107,enemy,169.3241,8.523217,269.9779,150.00021362304688,7.967295169830322,149.99319458007812,169.85628844583664,8.598684310913086,270.00555573421764,85.0,moving_enemy,EnemyTank,0,121.86296808058167,,170.91371154785156,8.598684310913086,270.0482177734375,0.8118,-0.0051,0.8118,-1.0664,-0.011,1.0665,iterative_p_vt_half_at2,0.0,0.0183,0.0153,0.0,0.3776,16.6606,2.1237,1.06,2.362,1.0583,121.64,9.39,4.4,9.14,9.47,4.99,0.25,9.48,0.01,0.2353,True,True,0.18,-0.147,0.281,0.0,0.01,121.6439,0.6314,12888486.4557,low_angle_solution,9.4831,9.4831,0.0,61.558,0.5382236491771816,0.11303979506443795,0.02765573421766021,-0.1141545713021766,-0.520536372761756,-0.07546731091308523,121.6439,121.5308,0.113,9.4831,730.6084,0.0,0.0,0.0,STOP,0.0,STOP,0.0,STOP,0.0,STOP,0.0
,,2026-06-24T16:19:20.093,,enemy,169.3241,8.523217,269.9779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:19:20.095,,enemy,169.3241,8.523217,269.9779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2026-06-24T16:19:34.226,2026-06-24T16:19:36.343,2.1167,enemy,131.352,8.516083,270.0811,150.0001220703125,7.975223541259766,149.99012756347656,134.35577325209758,8.59997844696045,270.1405430779164,70.0,moving_enemy,EnemyTank,0,121.87669116995097,,129.47117614746094,8.59997844696045,270.12542724609375,-1.272,0.0048,1.272,2.7416,0.0012,2.7416,iterative_p_vt_half_at2,0.0,0.0728,0.0607,0.0,-0.5962,23.8013,2.1151,1.06,2.4079,4.8846,121.16,-7.42,354.22,351.14,9.47,-1.64,1.44,9.44,-0.03,0.2352,True,True,0.18,0.573,1.34,0.0,-0.03,121.1646,0.6248,12900177.9733,low_angle_solution,9.4436,9.4436,0.0,61.558,3.0055325111450224,-0.365587151885137,0.05944307791639858,0.3288910751006039,-2.9863050564616094,-0.08389544696044915,121.1646,121.5302,-0.3656,9.4436,730.9539,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.013,STOP,0.0
,,2026-06-24T16:19:36.343,,enemy,131.352,8.516083,270.0811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:19:36.344,,enemy,131.352,8.516083,270.0811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2026-06-24T16:20:01.580,2026-06-24T16:20:03.701,2.1206,enemy,169.8003,8.526114,269.8938,150.00025939941406,7.969995498657227,149.9864501953125,170.09639984521067,8.611631393432617,270.2874561475644,10.0,moving_enemy,EnemyTank,0,122.02542694605805,,170.7643585205078,8.611631393432617,270.2322692871094,0.9519,0.007,0.9519,-1.042,0.0138,1.0421,iterative_p_vt_half_at2,0.0,0.0189,0.0158,0.0,0.4405,15.7537,2.1295,1.06,2.3685,0.6702,121.97,9.48,4.26,9.24,9.47,5.22,0.25,9.51,0.04,0.2353,True,True,0.18,-0.293,0.301,0.0,0.039,121.968,0.6416,12880126.1805,low_angle_solution,9.5127,9.5127,0.0,61.558,0.49995350326659393,0.4368506880985592,0.3936561475643998,-0.437063046126189,-0.22719193330734216,-0.08551739343261744,121.968,121.5311,0.4369,9.5127,730.3486,0.0,0.0,0.0,STOP,0.0,STOP,0.0,STOP,0.0,STOP,0.0
,,2026-06-24T16:20:03.703,,enemy,169.8003,8.526114,269.8938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:20:03.703,,enemy,169.8003,8.526114,269.8938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2026-06-24T16:20:18.333,2026-06-24T16:20:20.439,2.1056,enemy,129.4026,8.846056,269.6989,150.00039672851562,7.989392280578613,149.98419189453125,133.018279908694,8.599989891052246,270.1383821758983,0.0,moving_enemy,EnemyTank,0,122.26967819523182,,127.91452026367188,8.599989891052246,270.24261474609375,-1.1232,-0.0112,1.1232,2.7691,-0.0261,2.7692,iterative_p_vt_half_at2,0.0,0.24,0.0854,0.2,-0.5258,23.5536,2.1183,1.06,2.5783,5.1048,121.35,-8.04,352.37,349.94,9.7,-0.42,2.01,9.45,-0.25,0.2352,True,True,0.18,0.559,1.91,-0.251,-0.202,121.3483,0.6106,12896942.8591,low_angle_solution,9.4507,9.4507,0.0,61.558,3.650593693502264,-0.12543680621075737,0.43948217589831984,0.07083964220347072,-3.6416023300407603,0.2460661089477547,121.3483,121.4738,-0.1254,9.4507,730.8919,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.013,F,0.055
,,2026-06-24T16:20:20.443,,enemy,129.4026,8.846056,269.6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:20:20.442,,enemy,129.4026,8.846056,269.6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
