timestamp,target_type,target_name,target_index,target_distance,target_bearing,distance,motion_ready,motion_sample_count,reversal_hold_remaining,enemy_velocity_x,enemy_velocity_z,enemy_speed,enemy_accel_x,enemy_accel_z,enemy_accel,intercept_solver,predicted_control_time,predicted_yaw_control_time,predicted_pitch_control_time,target_angle_rate_deg_s,yaw_closing_rate_deg_s,predicted_flight_time,flight_time_correction_factor,predicted_total_intercept_time,lead_distance,player_turret_pitch,desired_pitch,pitch_error,pitch_tolerance,turret_rf_command,turret_rf_weight,turret_error,turret_error_rate,turret_pd_effort_raw,turret_pd_effort,predicted_turret_yaw_rate,body_equivalent_turret_weight,turret_qe_command,turret_qe_weight,body_error,body_signed_effort,predicted_body_yaw_rate,body_coarse_turn_enabled,pitch_signed_effort,predicted_pitch_rate,move_ad_command,move_ad_weight,aim_aligned,predictive_aim_aligned,fire_alignment_ready,predictive_fire_lookahead_seconds,predicted_turret_error_at_fire,predicted_pitch_error_at_fire,spawn_arm_ready,aim_stable_ready,fire
2026-06-24T16:18:31.787,moving_enemy,EnemyTank,0,120.0,,120.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,14.46,0.0,12.05,0.0,13.9194,2.0976,1.06,16.7776,0.0,0.0,9.9,9.9,0.2365,R,0.28,-0.0,0.0,-0.0,-0.0,-0.0,0.0,STOP,0.0,-0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,-0.0,9.675,False,False,False
2026-06-24T16:18:32.338,moving_enemy,EnemyTank,0,120.0,,120.0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,13.74,0.0,11.45,0.0,13.9194,2.0969,1.06,16.0569,0.0,0.65,9.8,9.14,0.2362,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,8.913,False,False,False
2026-06-24T16:18:32.890,moving_enemy,EnemyTank,0,119.99993896484375,,120.0,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,12.96,0.0,10.8,0.0,13.9194,2.0964,1.06,15.2764,0.0,1.37,9.72,8.35,0.2359,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,8.12,True,False,False
2026-06-24T16:18:33.409,moving_enemy,EnemyTank,0,120.0,,120.0,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,12.3,0.0,10.25,0.0,13.9194,2.0963,1.06,14.6163,0.0,2.07,9.69,7.62,0.2359,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,7.391,True,False,False
2026-06-24T16:18:33.943,moving_enemy,EnemyTank,0,120.00009155273438,,120.0,True,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,11.64,0.0,9.7,0.0,13.9194,2.0962,1.06,13.9562,0.0,2.79,9.68,6.89,0.2358,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,6.661,True,False,False
2026-06-24T16:18:34.479,moving_enemy,EnemyTank,0,120.00027465820312,,120.0,True,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,10.98,0.0,9.15,0.0,13.9194,2.0963,1.06,13.2963,0.0,3.49,9.7,6.21,0.2359,R,0.28,0.0,-0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,5.981,True,False,False
2026-06-24T16:18:35.012,moving_enemy,EnemyTank,0,120.00028991699219,,120.0,True,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,10.38,0.0,8.65,0.0,13.9194,2.0966,1.06,12.6966,0.0,4.19,9.74,5.55,0.236,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,5.317,True,False,False
2026-06-24T16:18:35.552,moving_enemy,EnemyTank,0,120.00027465820312,,120.0,True,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,9.6,0.0,8.0,0.0,13.9194,2.0962,1.06,11.9162,0.0,4.9,9.67,4.78,0.2358,R,0.28,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.28,1.277,STOP,0.0,False,False,False,0.18,0.0,4.548,True,False,False
2026-06-24T16:18:36.088,moving_enemy,EnemyTank,0,120.00030517578125,,120.0,True,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,8.82,0.0,7.35,0.0,13.9194,2.0953,1.06,11.1353,0.0,5.6,9.54,3.94,0.2354,R,0.276,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.2759,1.259,STOP,0.0,False,False,False,0.18,0.0,3.715,True,False,False
2026-06-24T16:18:36.626,moving_enemy,EnemyTank,0,120.00039672851562,,120.0,True,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,iterative_p_vt_half_at2,8.04,0.0,6.7,0.0,13.9194,2.095,1.06,10.355,0.0,6.3,9.48,3.18,0.2353,R,0.223,0.0,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,0.2227,1.016,STOP,0.0,False,False,False,0.18,0.0,2.998,True,False,False
