shot_id,fire_time,impact_time,flight_time_sec,hit,impact_x,impact_y,impact_z,player_x_fire,player_y_fire,player_z_fire,enemy_x_fire,enemy_y_fire,enemy_z_fire,enemy_health_fire,target_type,target_name,target_index,target_distance,target_bearing,observed_enemy_x_fire,observed_enemy_y_fire,observed_enemy_z_fire,enemy_velocity_x_fire,enemy_velocity_z_fire,enemy_speed_fire,enemy_accel_x_fire,enemy_accel_z_fire,enemy_accel_fire,intercept_solver_fire,reversal_hold_remaining_fire,predicted_control_time_fire,predicted_yaw_control_time_fire,predicted_pitch_control_time_fire,predicted_flight_time_fire,flight_time_correction_factor_fire,predicted_total_intercept_time_fire,lead_distance_fire,distance_fire,target_world_angle_fire,player_body_yaw_fire,player_turret_yaw_fire,player_turret_pitch_fire,body_error_fire,turret_error_fire,desired_pitch_fire,pitch_error_fire,pitch_fire_tolerance,predictive_aim_aligned_fire,fire_alignment_ready_fire,predictive_fire_lookahead_seconds_fire,predicted_turret_yaw_rate_fire,predicted_turret_error_at_fire,predicted_pitch_rate_fire,predicted_pitch_error_at_fire,ballistic_R_fire,ballistic_dy_fire,ballistic_discriminant_fire,ballistic_mode_fire,theta_raw_deg_fire,theta_with_bias_deg_fire,pitch_bias_deg_fire,muzzle_speed_fire,impact_error_to_enemy_fire,range_error_fire,z_shortfall_fire,forward_error_fire,lateral_error_fire,vertical_error_fire,tune_target_range,tune_impact_range,tune_range_error,tune_theta_used,tune_range_derivative,tune_delta_theta_deg,tune_old_pitch_bias_deg,tune_new_pitch_bias_deg,action_moveWS_command,action_moveWS_weight,action_moveAD_command,action_moveAD_weight,action_turretQE_command,action_turretQE_weight,action_turretRF_command,action_turretRF_weight
,,2026-06-24T16:05:16.571,,enemy,147.9705,8.088377,268.3734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,149.99923706054688,145.90841254089358,8.599990844726562,267.1785254443016,100.0,moving_enemy,EnemyTank,0,118.74615206022695,,148.33642578125,8.599990844726562,268.7337341308594,-0.5636,-0.3912,0.6861,-0.4121,-0.238,0.4759,iterative_p_vt_half_at2,0.0,0.0708,0.059,0.0,2.0367,1.06,2.3275,2.8834,117.25,-2.0,-0.0,359.03,8.92,-2.0,-1.03,9.07,0.15,0.2323,True,True,0.18,-0.246,-0.983,0.0,0.152,117.2507,0.6158,13212962.511,low_angle_solution,9.0735,9.0735,0.0,61.7953,2.437555869918728,-1.1408571680043451,-1.1948745556983909,1.1221861721562962,2.1025289743260487,-0.511613844726563,117.2507,118.3916,-1.1409,9.0735,739.7944,0.0,0.0,0.0,STOP,0.0,STOP,0.0,Q,0.006,STOP,0.0
3,2026-06-24T16:05:24.741,2026-06-24T16:05:26.836,2.0952,enemy,129.8152,8.841458,267.6188,150.0004119873047,7.96835994720459,149.99813842773438,132.1490585809515,8.599982261657715,267.76328476985,60.0,moving_enemy,EnemyTank,0,119.44746290106478,,129.58184814453125,8.599982261657715,267.6874694824219,-1.0936,0.001,1.0936,1.8297,0.026,1.8299,iterative_p_vt_half_at2,0.0,0.0807,0.0672,0.0,2.0756,1.06,2.3763,2.5683,119.11,-8.62,354.46,350.22,9.42,-3.08,1.16,9.27,-0.15,0.2341,True,True,0.18,0.486,1.071,0.0,-0.148,119.1105,0.6316,13018812.8532,low_angle_solution,9.2685,9.2685,0.0,61.6348,2.3507620587391425,-0.2296589203318291,0.14448476984995295,0.20692779861423918,-2.3291527667287535,0.24147573834228453,119.1105,119.3401,-0.2297,9.2685,734.2976,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.011,STOP,0.0
,,2026-06-24T16:05:26.837,,enemy,129.8152,8.841458,267.6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:05:26.838,,enemy,129.8152,8.841458,267.6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2026-06-24T16:05:52.150,2026-06-24T16:05:54.217,2.0673,enemy,169.4218,8.489358,267.7997,150.00042724609375,7.978005886077881,149.9943084716797,170.03875996348228,8.585912704467773,267.78188865142477,45.0,moving_enemy,EnemyTank,0,119.67940974152916,,171.0243682861328,8.585912704467773,267.8126220703125,0.7769,-0.0008,0.7769,-1.0328,-0.0107,1.0328,iterative_p_vt_half_at2,0.0,0.0221,0.0184,0.0,2.0832,1.06,2.3254,0.9861,119.48,9.65,4.77,9.37,9.25,4.88,0.29,9.29,0.04,0.2344,True,True,0.18,-0.092,0.306,0.0,0.04,119.4799,0.6079,12982306.095,low_angle_solution,9.2943,9.2943,0.0,61.6029,0.6247236602154524,0.08434867692398029,-0.01781134857520783,-0.08591313299993679,-0.6112084540124327,-0.09655470446777414,119.4799,119.3956,0.0843,9.2943,733.3159,0.0,0.0,0.0,STOP,0.0,STOP,0.0,STOP,0.0,STOP,0.0
,,2026-06-24T16:05:54.218,,enemy,169.4218,8.489358,267.7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2026-06-24T16:05:54.219,,enemy,169.4218,8.489358,267.7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2026-06-24T16:06:08.782,2026-06-24T16:06:10.866,2.0837,enemy,130.7641,8.834369,267.7748,150.00025939941406,7.998811721801758,149.99212646484375,132.84281335288395,8.598919868469238,267.75904315386407,30.0,moving_enemy,EnemyTank,0,119.6401111862925,,128.64454650878906,8.598919868469238,267.7108154296875,-1.2446,0.0031,1.2446,2.5654,0.0147,2.5655,iterative_p_vt_half_at2,0.0,0.0648,0.054,0.0,2.0734,1.06,2.3582,4.1985,119.01,-8.29,353.78,350.69,9.41,-2.07,1.02,9.24,-0.17,0.2339,True,True,0.18,0.422,0.945,0.0,-0.169,119.0102,0.6001,13031552.787,low_angle_solution,9.2428,9.2428,0.0,61.6434,2.0920644768258754,-0.3329653045767742,-0.015756846135957403,0.3152759298600709,-2.0547259110910634,0.2354491315307623,119.0102,119.3432,-0.333,9.2428,734.7231,0.0,0.0,0.0,STOP,0.0,STOP,0.0,E,0.01,STOP,0.0
,,2026-06-24T16:06:10.875,,enemy,130.7641,8.834369,267.7748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
