timestamp,target_type,target_name,target_index,target_distance,target_bearing,distance,player_turret_pitch,desired_pitch,pitch_error,pitch_tolerance,turret_rf_command,turret_rf_weight,turret_error,turret_qe_command,turret_qe_weight,body_error,move_ad_command,move_ad_weight,aim_aligned,spawn_arm_ready,aim_stable_ready,fire
2026-06-23T11:37:24.434,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,0.0,9.79,9.79,0.2361,R,0.22,-0.0,STOP,0.0,-0.0,STOP,0.0,False,False,False,False
2026-06-23T11:37:24.972,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,0.55,9.8,9.25,0.2362,R,0.22,0.0,STOP,0.0,0.0,STOP,0.0,False,False,False,False
2026-06-23T11:37:25.567,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,1.12,9.8,8.68,0.2362,R,0.22,0.0,STOP,0.0,0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:26.086,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,1.68,9.79,8.11,0.2361,R,0.22,0.0,STOP,0.0,0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:26.645,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,2.24,9.8,7.56,0.2362,R,0.22,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:27.201,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,2.8,9.79,6.99,0.2361,R,0.22,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:27.751,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,3.36,9.8,6.44,0.2362,R,0.22,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:28.306,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,3.92,9.79,5.87,0.2361,R,0.22,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:28.853,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,4.48,9.79,5.31,0.2362,R,0.22,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:29.398,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,5.04,9.78,4.75,0.2361,R,0.209,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:29.951,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,5.59,9.79,4.2,0.2362,R,0.185,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
2026-06-23T11:37:30.504,obstacle,Rock002_120m_front,0,120.0,0.0,120.0,6.11,9.8,3.69,0.2362,R,0.162,-0.0,STOP,0.0,-0.0,STOP,0.0,False,True,False,False
