timestamp,target_type,target_name,target_index,target_distance,target_bearing,distance,player_turret_pitch,desired_pitch,pitch_error,pitch_tolerance,turret_rf_command,turret_rf_weight,turret_error,turret_error_rate,turret_pd_effort_raw,turret_pd_effort,body_equivalent_turret_weight,turret_qe_command,turret_qe_weight,body_error,body_signed_effort,predicted_body_yaw_rate,body_coarse_turn_enabled,move_ad_command,move_ad_weight,aim_aligned,spawn_arm_ready,aim_stable_ready,fire
2026-06-23T16:47:10.987,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,0.0,9.79,9.79,0.2361,R,0.22,-0.0,0.0,-0.0,-0.0,0.0,STOP,0.0,-0.0,0.0,0.0,False,STOP,0.0,False,False,False,False
2026-06-23T16:47:11.530,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,0.51,9.79,9.28,0.2362,R,0.22,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,False,False,False
2026-06-23T16:47:12.101,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,1.09,9.79,8.71,0.2362,R,0.22,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
2026-06-23T16:47:12.671,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,1.66,9.79,8.13,0.2362,R,0.22,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
2026-06-23T16:47:13.229,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,2.24,9.8,7.56,0.2362,R,0.22,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
2026-06-23T16:47:13.811,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,2.79,9.8,7.01,0.2362,R,0.22,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
2026-06-23T16:47:14.367,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,3.37,9.79,6.42,0.2361,R,0.22,0.0,-0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
2026-06-23T16:47:14.957,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,3.95,9.79,5.85,0.2362,R,0.22,0.0,-0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
2026-06-23T16:47:15.539,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,4.53,9.8,5.27,0.2362,R,0.22,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
2026-06-23T16:47:16.130,obstacle,Rock002_120m_0deg,0,120.0,0.0,120.0,5.12,9.8,4.68,0.2362,R,0.206,0.0,0.0,0.0,0.0,0.0,STOP,0.0,0.0,0.0,0.0,False,STOP,0.0,False,True,False,False
